id,name-form,type_1,type_2,link,data_species,data_height,data_weight,first_ability,second_ability,hidden_ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,egg_group1,egg_group2,egg_cycle,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,img
761,Golem-Alolan Golem,Rock,Ground,/pokedex/golem,Megaton Pokémon,1.7,316.0,Magnet Pull,Sturdy,Galvanize,45,223,Medium Slow,50% male,50% female,Mineral,—,15,80,120,130,55,65,45,495,https://img.pokemondb.net/artwork/large/golem-alolan.jpg
770,Ponyta-Ponyta,Fire,-,/pokedex/ponyta,Fire Horse Pokémon,1.0,30.0,Run Away,Flash Fire,Flame Body,190,82,Medium Fast,50% male,50% female,Field,—,20,50,85,55,65,65,90,410,https://img.pokemondb.net/artwork/large/ponyta.jpg
771,Ponyta-Galarian Ponyta,Fire,-,/pokedex/ponyta,Unique Horn Pokémon,0.8,24.0,Run Away,Pastel Veil,Anticipation,190,82,Medium Fast,50% male,50% female,Field,—,20,50,85,55,65,65,90,410,https://img.pokemondb.net/artwork/large/ponyta-galarian.jpg
780,Rapidash-Rapidash,Fire,-,/pokedex/rapidash,Fire Horse Pokémon,1.7,95.0,Run Away,Flash Fire,Flame Body,60,175,Medium Fast,50% male,50% female,Field,—,20,65,100,70,80,80,105,500,https://img.pokemondb.net/artwork/large/rapidash.jpg
781,Rapidash-Galarian Rapidash,Fire,-,/pokedex/rapidash,Unique Horn Pokémon,1.7,80.0,Run Away,Pastel Veil,Anticipation,60,175,Medium Fast,50% male,50% female,Field,—,20,65,100,70,80,80,105,500,https://img.pokemondb.net/artwork/large/rapidash-galarian.jpg
790,Slowpoke-Slowpoke,Water,Psychic,/pokedex/slowpoke,Dopey Pokémon,1.2,36.0,Oblivious,Own Tempo,Regenerator,190,63,Medium Fast,50% male,50% female,Monster,Water 1,20,90,65,65,40,40,15,315,https://img.pokemondb.net/artwork/large/slowpoke.jpg
791,Slowpoke-Galarian Slowpoke,Water,Psychic,/pokedex/slowpoke,Dopey Pokémon,1.2,36.0,Gluttony,Own Tempo,Regenerator,190,63,Medium Fast,50% male,50% female,Monster,Water 1,20,90,65,65,40,40,15,315,https://img.pokemondb.net/artwork/large/slowpoke-galarian.jpg
800,Slowbro-Slowbro,Water,Psychic,/pokedex/slowbro,Hermit Crab Pokémon,1.6,78.5,Oblivious,Own Tempo,Regenerator,75,172,Medium Fast,50% male,50% female,Monster,Water 1,20,95,75,110,100,80,30,490,https://img.pokemondb.net/artwork/large/slowbro.jpg
801,Slowbro-Mega Slowbro,Water,Psychic,/pokedex/slowbro,Hermit Crab Pokémon,2.0,120.0,Shell Armor,-,-,75,207,Medium Fast,50% male,50% female,Monster,Water 1,20,95,75,180,130,80,30,590,https://img.pokemondb.net/artwork/large/slowbro-mega.jpg
802,Slowbro-Galarian Slowbro,Water,Psychic,/pokedex/slowbro,Hermit Crab Pokémon,1.6,70.5,Quick Draw,Own Tempo,Regenerator,75,172,Medium Fast,50% male,50% female,Monster,Water 1,20,95,100,95,100,70,30,490,https://img.pokemondb.net/artwork/large/slowbro-galarian.jpg
810,Magnemite-Magnemite,Electric,Steel,/pokedex/magnemite,Magnet Pokémon,0.3,6.0,Magnet Pull,Sturdy,Analytic,190,65,Medium Fast,Genderless,Genderless,Mineral,—,20,25,35,70,95,55,45,325,https://img.pokemondb.net/artwork/large/magnemite.jpg
820,Magneton-Magneton,Electric,Steel,/pokedex/magneton,Magnet Pokémon,1.0,60.0,Magnet Pull,Sturdy,Analytic,60,163,Medium Fast,Genderless,Genderless,Mineral,—,20,50,60,95,120,70,70,465,https://img.pokemondb.net/artwork/large/magneton.jpg
830,Farfetch'd-Farfetch'd,Normal,Flying,/pokedex/farfetchd,Wild Duck Pokémon,0.8,15.0,Keen Eye,Inner Focus,Defiant,45,132,Medium Fast,50% male,50% female,Field,Flying,20,52,90,55,58,62,60,377,https://img.pokemondb.net/artwork/large/farfetchd.jpg
831,Farfetch'd-Galarian Farfetch'd,Normal,Flying,/pokedex/farfetchd,Wild Duck Pokémon,0.8,42.0,Steadfast,-,Scrappy,45,132,Medium Fast,50% male,50% female,Field,Flying,20,52,95,55,58,62,55,377,https://img.pokemondb.net/artwork/large/farfetchd-galarian.jpg
840,Doduo-Doduo,Normal,Flying,/pokedex/doduo,Twin Bird Pokémon,1.4,39.2,Run Away,Early Bird,Tangled Feet,190,62,Medium Fast,50% male,50% female,Flying,—,20,35,85,45,35,35,75,310,https://img.pokemondb.net/artwork/large/doduo.jpg
850,Dodrio-Dodrio,Normal,Flying,/pokedex/dodrio,Triple Bird Pokémon,1.8,85.2,Run Away,Early Bird,Tangled Feet,45,165,Medium Fast,50% male,50% female,Flying,—,20,60,110,70,60,60,110,470,https://img.pokemondb.net/artwork/large/dodrio.jpg
860,Seel-Seel,Water,-,/pokedex/seel,Sea Lion Pokémon,1.1,90.0,Thick Fat,Hydration,Ice Body,190,65,Medium Fast,50% male,50% female,Field,Water 1,20,65,45,55,45,70,45,325,https://img.pokemondb.net/artwork/large/seel.jpg
870,Dewgong-Dewgong,Water,Ice,/pokedex/dewgong,Sea Lion Pokémon,1.7,120.0,Thick Fat,Hydration,Ice Body,75,166,Medium Fast,50% male,50% female,Field,Water 1,20,90,70,80,70,95,70,475,https://img.pokemondb.net/artwork/large/dewgong.jpg
880,Grimer-Grimer,Poison,-,/pokedex/grimer,Sludge Pokémon,0.9,30.0,Stench,Sticky Hold,Poison Touch,190,65,Medium Fast,50% male,50% female,Amorphous,—,20,80,80,50,40,50,25,325,https://img.pokemondb.net/artwork/large/grimer.jpg
881,Grimer-Alolan Grimer,Poison,-,/pokedex/grimer,Sludge Pokémon,0.7,42.0,Poison Touch,Gluttony,Power of Alchemy,190,65,Medium Fast,50% male,50% female,Amorphous,—,20,80,80,50,40,50,25,325,https://img.pokemondb.net/artwork/large/grimer-alolan.jpg
890,Muk-Muk,Poison,-,/pokedex/muk,Sludge Pokémon,1.2,30.0,Stench,Sticky Hold,Poison Touch,75,175,Medium Fast,50% male,50% female,Amorphous,—,20,105,105,75,65,100,50,500,https://img.pokemondb.net/artwork/large/muk.jpg
891,Muk-Alolan Muk,Poison,-,/pokedex/muk,Sludge Pokémon,1.0,52.0,Poison Touch,Gluttony,Power of Alchemy,75,175,Medium Fast,50% male,50% female,Amorphous,—,20,105,105,75,65,100,50,500,https://img.pokemondb.net/artwork/large/muk-alolan.jpg
900,Shellder-Shellder,Water,-,/pokedex/shellder,Bivalve Pokémon,0.3,4.0,Shell Armor,Skill Link,Overcoat,190,61,Slow,50% male,50% female,Water 3,—,20,30,65,100,45,25,40,305,https://img.pokemondb.net/artwork/large/shellder.jpg
910,Cloyster-Cloyster,Water,Ice,/pokedex/cloyster,Bivalve Pokémon,1.5,132.5,Shell Armor,Skill Link,Overcoat,60,184,Slow,50% male,50% female,Water 3,—,20,50,95,180,85,45,70,525,https://img.pokemondb.net/artwork/large/cloyster.jpg
920,Gastly-Gastly,Ghost,Poison,/pokedex/gastly,Gas Pokémon,1.3,0.1,Levitate,-,-,190,62,Medium Slow,50% male,50% female,Amorphous,—,20,30,35,30,100,35,80,310,https://img.pokemondb.net/artwork/large/gastly.jpg
930,Haunter-Haunter,Ghost,Poison,/pokedex/haunter,Gas Pokémon,1.6,0.1,Levitate,-,-,90,142,Medium Slow,50% male,50% female,Amorphous,—,20,45,50,45,115,55,95,405,https://img.pokemondb.net/artwork/large/haunter.jpg
940,Gengar-Gengar,Ghost,Poison,/pokedex/gengar,Shadow Pokémon,1.5,40.5,Cursed Body,-,-,45,225,Medium Slow,50% male,50% female,Amorphous,—,20,60,65,60,130,75,110,500,https://img.pokemondb.net/artwork/large/gengar.jpg
941,Gengar-Mega Gengar,Ghost,Poison,/pokedex/gengar,Shadow Pokémon,1.4,40.5,Shadow Tag,-,-,45,270,Medium Slow,50% male,50% female,Amorphous,—,20,60,65,80,170,95,130,600,https://img.pokemondb.net/artwork/large/gengar-mega.jpg
950,Onix-Onix,Rock,Ground,/pokedex/onix,Rock Snake Pokémon,8.8,210.0,Rock Head,Sturdy,Weak Armor,45,77,Medium Fast,50% male,50% female,Mineral,—,25,35,45,160,30,45,70,385,https://img.pokemondb.net/artwork/large/onix.jpg
960,Drowzee-Drowzee,Psychic,-,/pokedex/drowzee,Hypnosis Pokémon,1.0,32.4,Insomnia,Forewarn,Inner Focus,190,66,Medium Fast,50% male,50% female,Human-Like,—,20,60,48,45,43,90,42,328,https://img.pokemondb.net/artwork/large/drowzee.jpg
970,Hypno-Hypno,Psychic,-,/pokedex/hypno,Hypnosis Pokémon,1.6,75.6,Insomnia,Forewarn,Inner Focus,75,169,Medium Fast,50% male,50% female,Human-Like,—,20,85,73,70,73,115,67,483,https://img.pokemondb.net/artwork/large/hypno.jpg
980,Krabby-Krabby,Water,-,/pokedex/krabby,River Crab Pokémon,0.4,6.5,Hyper Cutter,Shell Armor,Sheer Force,225,65,Medium Fast,50% male,50% female,Water 3,—,20,30,105,90,25,25,50,325,https://img.pokemondb.net/artwork/large/krabby.jpg
990,Kingler-Kingler,Water,-,/pokedex/kingler,Pincer Pokémon,1.3,60.0,Hyper Cutter,Shell Armor,Sheer Force,60,166,Medium Fast,50% male,50% female,Water 3,—,20,55,130,115,50,50,75,475,https://img.pokemondb.net/artwork/large/kingler.jpg
1000,Voltorb-Voltorb,Electric,-,/pokedex/voltorb,Ball Pokémon,0.5,10.4,Soundproof,Static,Aftermath,190,66,Medium Fast,Genderless,Genderless,Mineral,—,20,40,30,50,55,55,100,330,https://img.pokemondb.net/artwork/large/voltorb.jpg
1001,Voltorb-Hisuian Voltorb,Electric,-,/pokedex/voltorb,Sphere Pokémon,0.5,13.0,Soundproof,Static,Aftermath,—,—,—,—,—,—,—,—,40,30,50,55,55,100,330,https://img.pokemondb.net/artwork/large/voltorb-hisuian.jpg
1010,Electrode-Electrode,Electric,-,/pokedex/electrode,Ball Pokémon,1.2,66.6,Soundproof,Static,Aftermath,60,172,Medium Fast,Genderless,Genderless,Mineral,—,20,60,50,70,80,80,150,490,https://img.pokemondb.net/artwork/large/electrode.jpg
1011,Electrode-Hisuian Electrode,Electric,-,/pokedex/electrode,Sphere Pokémon,1.2,71.0,Soundproof,Static,Aftermath,—,—,—,—,—,—,—,—,60,50,70,80,80,150,490,https://img.pokemondb.net/artwork/large/electrode-hisuian.jpg
1020,Exeggcute-Exeggcute,Grass,Psychic,/pokedex/exeggcute,Egg Pokémon,0.4,2.5,Chlorophyll,-,Harvest,90,65,Slow,50% male,50% female,Grass,—,20,60,40,80,60,45,40,325,https://img.pokemondb.net/artwork/large/exeggcute.jpg
1030,Exeggutor-Exeggutor,Grass,Psychic,/pokedex/exeggutor,Coconut Pokémon,2.0,120.0,Chlorophyll,-,Harvest,45,186,Slow,50% male,50% female,Grass,—,20,95,95,85,125,75,55,530,https://img.pokemondb.net/artwork/large/exeggutor.jpg
1031,Exeggutor-Alolan Exeggutor,Grass,Psychic,/pokedex/exeggutor,Coconut Pokémon,10.9,415.6,Frisk,-,Harvest,45,186,Slow,50% male,50% female,Grass,—,20,95,105,85,125,75,45,530,https://img.pokemondb.net/artwork/large/exeggutor-alolan.jpg
1040,Cubone-Cubone,Ground,-,/pokedex/cubone,Lonely Pokémon,0.4,6.5,Rock Head,Lightning Rod,Battle Armor,190,64,Medium Fast,50% male,50% female,Monster,—,20,50,50,95,40,50,35,320,https://img.pokemondb.net/artwork/large/cubone.jpg
1050,Marowak-Marowak,Ground,-,/pokedex/marowak,Bone Keeper Pokémon,1.0,45.0,Rock Head,Lightning Rod,Battle Armor,75,149,Medium Fast,50% male,50% female,Monster,—,20,60,80,110,50,80,45,425,https://img.pokemondb.net/artwork/large/marowak.jpg
1051,Marowak-Alolan Marowak,Ground,-,/pokedex/marowak,Bone Keeper Pokémon,1.0,34.0,Cursed Body,Lightning Rod,Rock Head,75,149,Medium Fast,50% male,50% female,Monster,—,20,60,80,110,50,80,45,425,https://img.pokemondb.net/artwork/large/marowak-alolan.jpg
1060,Hitmonlee-Hitmonlee,Fighting,-,/pokedex/hitmonlee,Kicking Pokémon,1.5,49.8,Limber,Reckless,Unburden,45,159,Medium Fast,100% male,0% female,Human-Like,—,25,50,120,53,35,110,87,455,https://img.pokemondb.net/artwork/large/hitmonlee.jpg
1070,Hitmonchan-Hitmonchan,Fighting,-,/pokedex/hitmonchan,Punching Pokémon,1.4,50.2,Keen Eye,Iron Fist,Inner Focus,45,159,Medium Fast,100% male,0% female,Human-Like,—,25,50,105,79,35,110,76,455,https://img.pokemondb.net/artwork/large/hitmonchan.jpg
1080,Lickitung-Lickitung,Normal,-,/pokedex/lickitung,Licking Pokémon,1.2,65.5,Own Tempo,Oblivious,Cloud Nine,45,77,Medium Fast,50% male,50% female,Monster,—,20,90,55,75,60,75,30,385,https://img.pokemondb.net/artwork/large/lickitung.jpg
1090,Koffing-Koffing,Poison,-,/pokedex/koffing,Poison Gas Pokémon,0.6,1.0,Levitate,Neutralizing Gas,Stench,190,68,Medium Fast,50% male,50% female,Amorphous,—,20,40,65,95,60,45,35,340,https://img.pokemondb.net/artwork/large/koffing.jpg
1100,Weezing-Weezing,Poison,-,/pokedex/weezing,Poison Gas Pokémon,1.2,9.5,Levitate,Neutralizing Gas,Stench,60,172,Medium Fast,50% male,50% female,Amorphous,—,20,65,90,120,85,70,60,490,https://img.pokemondb.net/artwork/large/weezing.jpg
1101,Weezing-Galarian Weezing,Poison,-,/pokedex/weezing,Poison Gas Pokémon,3.0,16.0,Levitate,Neutralizing Gas,Misty Surge,60,172,Medium Fast,50% male,50% female,Amorphous,—,20,65,90,120,85,70,60,490,https://img.pokemondb.net/artwork/large/weezing-galarian.jpg
1110,Rhyhorn-Rhyhorn,Ground,Rock,/pokedex/rhyhorn,Spikes Pokémon,1.0,115.0,Lightning Rod,Rock Head,Reckless,120,69,Slow,50% male,50% female,Field,Monster,20,80,85,95,30,30,25,345,https://img.pokemondb.net/artwork/large/rhyhorn.jpg
1120,Rhydon-Rhydon,Ground,Rock,/pokedex/rhydon,Drill Pokémon,1.9,120.0,Lightning Rod,Rock Head,Reckless,60,170,Slow,50% male,50% female,Field,Monster,20,105,130,120,45,45,40,485,https://img.pokemondb.net/artwork/large/rhydon.jpg
1130,Chansey-Chansey,Normal,-,/pokedex/chansey,Egg Pokémon,1.1,34.6,Natural Cure,Serene Grace,Healer,30,395,Fast,0% male,100% female,Fairy,—,40,250,5,5,35,105,50,450,https://img.pokemondb.net/artwork/large/chansey.jpg
1140,Tangela-Tangela,Grass,-,/pokedex/tangela,Vine Pokémon,1.0,35.0,Chlorophyll,Leaf Guard,Regenerator,45,87,Medium Fast,50% male,50% female,Grass,—,20,65,55,115,100,40,60,435,https://img.pokemondb.net/artwork/large/tangela.jpg
1150,Kangaskhan-Kangaskhan,Normal,-,/pokedex/kangaskhan,Parent Pokémon,2.2,80.0,Early Bird,Scrappy,Inner Focus,45,172,Medium Fast,0% male,100% female,Monster,—,20,105,95,80,40,80,90,490,https://img.pokemondb.net/artwork/large/kangaskhan.jpg
1151,Kangaskhan-Mega Kangaskhan,Normal,-,/pokedex/kangaskhan,Parent Pokémon,2.2,100.0,Parental Bond,-,-,45,207,Medium Fast,0% male,100% female,Monster,—,20,105,125,100,60,100,100,590,https://img.pokemondb.net/artwork/large/kangaskhan-mega.jpg
1160,Horsea-Horsea,Water,-,/pokedex/horsea,Dragon Pokémon,0.4,8.0,Swift Swim,Sniper,Damp,225,59,Medium Fast,50% male,50% female,Dragon,Water 1,20,30,40,70,70,25,60,295,https://img.pokemondb.net/artwork/large/horsea.jpg
1170,Seadra-Seadra,Water,-,/pokedex/seadra,Dragon Pokémon,1.2,25.0,Poison Point,Sniper,Damp,75,154,Medium Fast,50% male,50% female,Dragon,Water 1,20,55,65,95,95,45,85,440,https://img.pokemondb.net/artwork/large/seadra.jpg
1180,Goldeen-Goldeen,Water,-,/pokedex/goldeen,Goldfish Pokémon,0.6,15.0,Swift Swim,Water Veil,Lightning Rod,225,64,Medium Fast,50% male,50% female,Water 2,—,20,45,67,60,35,50,63,320,https://img.pokemondb.net/artwork/large/goldeen.jpg
1190,Seaking-Seaking,Water,-,/pokedex/seaking,Goldfish Pokémon,1.3,39.0,Swift Swim,Water Veil,Lightning Rod,60,158,Medium Fast,50% male,50% female,Water 2,—,20,80,92,65,65,80,68,450,https://img.pokemondb.net/artwork/large/seaking.jpg
1200,Staryu-Staryu,Water,-,/pokedex/staryu,Star Shape Pokémon,0.8,34.5,Illuminate,Natural Cure,Analytic,225,68,Slow,Genderless,Genderless,Water 3,—,20,30,45,55,70,55,85,340,https://img.pokemondb.net/artwork/large/staryu.jpg
1210,Starmie-Starmie,Water,Psychic,/pokedex/starmie,Mysterious Pokémon,1.1,80.0,Illuminate,Natural Cure,Analytic,60,182,Slow,Genderless,Genderless,Water 3,—,20,60,75,85,100,85,115,520,https://img.pokemondb.net/artwork/large/starmie.jpg
1220,Mr. Mime-Mr. Mime,Psychic,Fairy,/pokedex/mr-mime,Barrier Pokémon,1.3,54.5,Soundproof,Filter,Technician,45,161,Medium Fast,50% male,50% female,Human-Like,—,25,40,45,65,100,120,90,460,https://img.pokemondb.net/artwork/large/mr-mime.jpg
1221,Mr. Mime-Galarian Mr. Mime,Psychic,Fairy,/pokedex/mr-mime,Dancing Pokémon,1.4,56.8,Vital Spirit,Screen Cleaner,Ice Body,45,161,Medium Fast,50% male,50% female,Human-Like,—,25,50,65,65,90,90,100,460,https://img.pokemondb.net/artwork/large/mr-mime-galarian.jpg
1230,Scyther-Scyther,Bug,Flying,/pokedex/scyther,Mantis Pokémon,1.5,56.0,Swarm,Technician,Steadfast,45,100,Medium Fast,50% male,50% female,Bug,—,25,70,110,80,55,80,105,500,https://img.pokemondb.net/artwork/large/scyther.jpg
1240,Jynx-Jynx,Ice,Psychic,/pokedex/jynx,Human Shape Pokémon,1.4,40.6,Oblivious,Forewarn,Dry Skin,45,159,Medium Fast,0% male,100% female,Human-Like,—,25,65,50,35,115,95,95,455,https://img.pokemondb.net/artwork/large/jynx.jpg
1250,Electabuzz-Electabuzz,Electric,-,/pokedex/electabuzz,Electric Pokémon,1.1,30.0,Static,-,Vital Spirit,45,172,Medium Fast,75% male,25% female,Human-Like,—,25,65,83,57,95,85,105,490,https://img.pokemondb.net/artwork/large/electabuzz.jpg
1260,Magmar-Magmar,Fire,-,/pokedex/magmar,Spitfire Pokémon,1.3,44.5,Flame Body,-,Vital Spirit,45,173,Medium Fast,75% male,25% female,Human-Like,—,25,65,95,57,100,85,93,495,https://img.pokemondb.net/artwork/large/magmar.jpg
1270,Pinsir-Pinsir,Bug,-,/pokedex/pinsir,Stag Beetle Pokémon,1.5,55.0,Hyper Cutter,Mold Breaker,Moxie,45,175,Slow,50% male,50% female,Bug,—,25,65,125,100,55,70,85,500,https://img.pokemondb.net/artwork/large/pinsir.jpg
1271,Pinsir-Mega Pinsir,Bug,-,/pokedex/pinsir,Stag Beetle Pokémon,1.7,59.0,Aerilate,-,-,45,210,Slow,50% male,50% female,Bug,—,25,65,155,120,65,90,105,600,https://img.pokemondb.net/artwork/large/pinsir-mega.jpg
1280,Tauros-Tauros,Normal,-,/pokedex/tauros,Wild Bull Pokémon,1.4,88.4,Intimidate,Anger Point,Sheer Force,45,172,Slow,100% male,0% female,Field,—,20,75,100,95,40,70,110,490,https://img.pokemondb.net/artwork/large/tauros.jpg
1290,Magikarp-Magikarp,Water,-,/pokedex/magikarp,Fish Pokémon,0.9,10.0,Swift Swim,-,Rattled,255,40,Slow,50% male,50% female,Dragon,Water 2,5,20,10,55,15,20,80,200,https://img.pokemondb.net/artwork/large/magikarp.jpg
1300,Gyarados-Gyarados,Water,Flying,/pokedex/gyarados,Atrocious Pokémon,6.5,235.0,Intimidate,-,Moxie,45,189,Slow,50% male,50% female,Dragon,Water 2,5,95,125,79,60,100,81,540,https://img.pokemondb.net/artwork/large/gyarados.jpg
1301,Gyarados-Mega Gyarados,Water,Flying,/pokedex/gyarados,Atrocious Pokémon,6.5,305.0,Mold Breaker,-,-,45,224,Slow,50% male,50% female,Dragon,Water 2,5,95,155,109,70,130,81,640,https://img.pokemondb.net/artwork/large/gyarados-mega.jpg
1310,Lapras-Lapras,Water,Ice,/pokedex/lapras,Transport Pokémon,2.5,220.0,Water Absorb,Shell Armor,Hydration,45,187,Slow,50% male,50% female,Monster,Water 1,40,130,85,80,85,95,60,535,https://img.pokemondb.net/artwork/large/lapras.jpg
1320,Ditto-Ditto,Normal,-,/pokedex/ditto,Transform Pokémon,0.3,4.0,Limber,-,Imposter,35,101,Medium Fast,Genderless,Genderless,Ditto,—,20,48,48,48,48,48,48,288,https://img.pokemondb.net/artwork/large/ditto.jpg
1330,Eevee-Eevee,Normal,-,/pokedex/eevee,Evolution Pokémon,0.3,6.5,Run Away,Adaptability,Anticipation,45,65,Medium Fast,87.5% male,12.5% female,Field,—,35,55,55,50,45,65,55,325,https://img.pokemondb.net/artwork/large/eevee.jpg
1331,Eevee-Partner Eevee,Normal,-,/pokedex/eevee,Evolution Pokémon,0.3,6.5,Run Away,Adaptability,Anticipation,45,65,Medium Fast,87.5% male,12.5% female,—,—,35,65,75,70,65,85,75,435,https://img.pokemondb.net/artwork/large/eevee-lets-go.jpg
1340,Vaporeon-Vaporeon,Water,-,/pokedex/vaporeon,Bubble Jet Pokémon,1.0,29.0,Water Absorb,-,Hydration,45,184,Medium Fast,87.5% male,12.5% female,Field,—,35,130,65,60,110,95,65,525,https://img.pokemondb.net/artwork/large/vaporeon.jpg
1350,Jolteon-Jolteon,Electric,-,/pokedex/jolteon,Lightning Pokémon,0.8,24.5,Volt Absorb,-,Quick Feet,45,184,Medium Fast,87.5% male,12.5% female,Field,—,35,65,65,60,110,95,130,525,https://img.pokemondb.net/artwork/large/jolteon.jpg
1360,Flareon-Flareon,Fire,-,/pokedex/flareon,Flame Pokémon,0.9,25.0,Flash Fire,-,Guts,45,184,Medium Fast,87.5% male,12.5% female,Field,—,35,65,130,60,95,110,65,525,https://img.pokemondb.net/artwork/large/flareon.jpg
1370,Porygon-Porygon,Normal,-,/pokedex/porygon,Virtual Pokémon,0.8,36.5,Trace,Download,Analytic,45,79,Medium Fast,Genderless,Genderless,Mineral,—,20,65,60,70,85,75,40,395,https://img.pokemondb.net/artwork/large/porygon.jpg
1380,Omanyte-Omanyte,Rock,Water,/pokedex/omanyte,Spiral Pokémon,0.4,7.5,Swift Swim,Shell Armor,Weak Armor,45,71,Medium Fast,87.5% male,12.5% female,Water 1,Water 3,30,35,40,100,90,55,35,355,https://img.pokemondb.net/artwork/large/omanyte.jpg
1390,Omastar-Omastar,Rock,Water,/pokedex/omastar,Spiral Pokémon,1.0,35.0,Swift Swim,Shell Armor,Weak Armor,45,173,Medium Fast,87.5% male,12.5% female,Water 1,Water 3,30,70,60,125,115,70,55,495,https://img.pokemondb.net/artwork/large/omastar.jpg
1400,Kabuto-Kabuto,Rock,Water,/pokedex/kabuto,Shellfish Pokémon,0.5,11.5,Swift Swim,Battle Armor,Weak Armor,45,71,Medium Fast,87.5% male,12.5% female,Water 1,Water 3,30,30,80,90,55,45,55,355,https://img.pokemondb.net/artwork/large/kabuto.jpg
1410,Kabutops-Kabutops,Rock,Water,/pokedex/kabutops,Shellfish Pokémon,1.3,40.5,Swift Swim,Battle Armor,Weak Armor,45,173,Medium Fast,87.5% male,12.5% female,Water 1,Water 3,30,60,115,105,65,70,80,495,https://img.pokemondb.net/artwork/large/kabutops.jpg
1420,Aerodactyl-Aerodactyl,Rock,Flying,/pokedex/aerodactyl,Fossil Pokémon,1.8,59.0,Rock Head,Pressure,Unnerve,45,180,Slow,87.5% male,12.5% female,Flying,—,35,80,105,65,60,75,130,515,https://img.pokemondb.net/artwork/large/aerodactyl.jpg
1421,Aerodactyl-Mega Aerodactyl,Rock,Flying,/pokedex/aerodactyl,Fossil Pokémon,2.1,79.0,Tough Claws,-,-,45,215,Slow,87.5% male,12.5% female,Flying,—,35,80,135,85,70,95,150,615,https://img.pokemondb.net/artwork/large/aerodactyl-mega.jpg
1430,Snorlax-Snorlax,Normal,-,/pokedex/snorlax,Sleeping Pokémon,2.1,460.0,Immunity,Thick Fat,Gluttony,25,189,Slow,87.5% male,12.5% female,Monster,—,40,160,110,65,65,110,30,540,https://img.pokemondb.net/artwork/large/snorlax.jpg
1440,Articuno-Articuno,Ice,Flying,/pokedex/articuno,Freeze Pokémon,1.7,55.4,Pressure,-,Snow Cloak,3,261,Slow,Genderless,Genderless,Undiscovered,—,80,90,85,100,95,125,85,580,https://img.pokemondb.net/artwork/large/articuno.jpg
1441,Articuno-Galarian Articuno,Ice,Flying,/pokedex/articuno,Cruel Pokémon,1.7,50.9,Competitive,-,-,3,290,Slow,Genderless,Genderless,Undiscovered,—,120,90,85,85,125,100,95,580,https://img.pokemondb.net/artwork/large/articuno-galarian.jpg
1450,Zapdos-Zapdos,Electric,Flying,/pokedex/zapdos,Electric Pokémon,1.6,52.6,Pressure,-,Static,3,261,Slow,Genderless,Genderless,Undiscovered,—,80,90,90,85,125,90,100,580,https://img.pokemondb.net/artwork/large/zapdos.jpg
1451,Zapdos-Galarian Zapdos,Electric,Flying,/pokedex/zapdos,Strong Legs Pokémon,1.6,58.2,Defiant,-,-,3,290,Slow,Genderless,Genderless,Undiscovered,—,120,90,125,90,85,90,100,580,https://img.pokemondb.net/artwork/large/zapdos-galarian.jpg
